"post_id","post_name","post_author","post_date","post_type","post_status","post_title","container_properties_relationship","status","ground_value","construction_value","estimate_notary","estimate_connections_utilities","estate_agent","option_date","option_comment","date_of_sale","selling_price","deed_of_sale_date","","type","rooms","surface","surface_gross","surface_terrace","surface_garden","surface_ground","surface_habitable","plan"
"","0.1","","","apartment","publish","0.1","","sold","","436289.3784","","","","","","","","","","","2","","96.6","31","","","",""
